StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Attrition
2020-05-13,,Software Engineer,Christy Craig,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Software Engineering,Engineers,1974-11-19,MA,Engineer,Male,36398,Asian,Single,Fully Meets,3,1013,2022-12-13,5,4,3,2023-04-08,Project Management,External,Incomplete,East Jessicatown,Michael Marks,2,657.85,False
2022-12-31,2023-07-13,Shared Services Manager,Jermaine Weaver,WBL,Active,Part-Time,Zone A,Full-Time,Retirement,I back place no three offer economic.,Software Engineering,Catv,1953-07-13,MA,Clerk,Male,2562,Other,Single,Fully Meets,3,1014,2023-06-28,4,4,1,2023-02-21,Customer Service,External,Incomplete,Watersview,Rachel Jones,2,895.49,True
2018-12-03,,Shared Services Manager,James Barajas,NEL,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,People Services,1961-12-04,MA,Vp,Female,22621,White,Married,Fully Meets,3,1015,2023-07-11,1,1,3,2023-05-13,Leadership Development,External,Passed,Port Ninaland,Jennifer Olson,1,539.0,False
2020-02-21,2021-05-29,Senior BI Developer,Tyler Davis,PL,Active,Part-Time,Zone B,Part-Time,Involuntary,Friend agree stock teach price fish.,Admin Offices,Shop (Fleet),1956-03-08,MA,Mechanic,Female,64065,White,Single,Fully Meets,3,1016,2022-12-09,2,3,2,2023-04-30,Communication Skills,External,Completed,Lake Stuartfurt,Eric Johnson,2,606.68,True
2020-09-07,2021-12-15,Senior BI Developer,Joshua Gonzalez,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,True system strong often experience.,Admin Offices,Field Operations,1947-07-05,MA,Laborer,Female,97374,Black,Single,Fully Meets,3,1017,2023-07-16,4,1,3,2022-11-14,Technical Skills,External,Passed,Cooleybury,Joseph Mcintyre,3,265.73,True
2020-06-19,2021-12-08,Senior BI Developer,Justin Sherman,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,When price group admit fall fly around.,Admin Offices,General - Con,1942-02-24,MA,Laborer,Female,87646,White,Married,Fully Meets,3,1018,2023-06-21,4,1,4,2023-03-25,Project Management,Internal,Incomplete,Larsonborough,Whitney Morgan DVM,2,673.29,True
2022-10-14,2023-07-28,Software Engineer,Sara Holland,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Article tough away forward home. Night author so.,Software Engineering,Fielders,1978-11-28,MA,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3,1019,2023-06-21,1,3,5,2022-10-26,Project Management,External,Passed,Powellland,Jon Garcia,5,436.98,True
2023-06-20,2023-07-18,Software Engineer,Shelia Graham,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Man issue never strategy will maintain resource.,Software Engineering,Field Operations,1990-12-20,MA,Supervisor,Female,42126,Black,Widowed,Fully Meets,3,1020,2023-08-01,2,1,2,2022-12-30,Technical Skills,External,Passed,Chadport,Nicole Taylor,4,578.58,True
2020-11-09,2023-07-17,Software Engineer,Amanda Hayden,TNS,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Section hospital clearly season history.,Software Engineering,General - Eng,1989-01-25,MA,Billing,Male,51613,Hispanic,Single,Fully Meets,3,1021,2023-03-09,5,1,4,2023-03-10,Technical Skills,Internal,Failed,Patrickhaven,Crystal Nelson,1,647.16,True
2022-09-19,,Software Engineer,Nicole Haynes,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1962-06-11,MA,Engineer,Male,12765,Black,Divorced,Fully Meets,3,1022,2023-02-12,1,4,4,2023-01-12,Project Management,Internal,Failed,Lindseyburgh,Kevin Nichols,1,664.23,False
2018-11-09,2021-10-10,Shared Services Manager,Debra Morales,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Each wish foot person morning per significant.,Software Engineering,General - Con,1992-04-05,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3,1023,2023-01-17,4,4,3,2022-10-19,Project Management,Internal,Failed,West Justinborough,Angela Good,4,893.07,True
2018-12-30,2021-06-23,Shared Services Manager,Chad Andrews,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Free may every real agency as blue maintain.,Software Engineering,Fielders,1987-03-30,MA,Coordinator,Female,91332,Other,Divorced,Fully Meets,3,1024,2022-10-12,5,3,1,2022-10-11,Project Management,External,Completed,Hullmouth,Keith Curtis,5,868.98,True
2023-05-11,2023-05-15,Senior BI Developer,John Wallace,PL,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,1960-11-13,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3,1025,2023-01-24,4,1,4,2023-01-13,Project Management,Internal,Incomplete,Thompsonbury,Nina Rodriguez,5,761.95,True
2022-11-03,2023-02-09,Senior BI Developer,Benjamin Frederick,BPC,Active,Contract,Zone A,Part-Time,Resignation,Where forward evening huge cost share eat.,Admin Offices,Engineers,1950-11-07,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3,1026,2022-10-09,5,2,5,2023-04-17,Communication Skills,External,Incomplete,Cynthiachester,Jennifer Robinson,4,431.57,True
2020-06-14,2021-05-29,Senior BI Developer,Michael Ramos,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Admin Offices,General - Con,1962-12-21,MA,Flagger,Male,24931,Other,Single,Fully Meets,3,1027,2023-04-05,2,3,5,2023-03-16,Communication Skills,External,Incomplete,East Jackstad,Mr. Robert Byrd MD,4,357.57,True
2019-10-15,2023-01-01,Software Engineer,Donna Boone,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Federal less every character section think white.,Software Engineering,General - Con,2000-10-22,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3,1028,2023-03-26,5,5,4,2023-01-19,Technical Skills,Internal,Incomplete,East Christopher,Gina Moore,3,804.06,True
2020-04-28,,Software Engineer,Jeffrey Johnston,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1979-06-01,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3,1029,2022-11-07,3,5,4,2023-02-25,Project Management,Internal,Failed,Lake Anthonyton,Christopher Rowland,5,729.41,False
2019-10-29,,Software Engineer,Sarah King,TNS,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Field Operations,1955-07-06,MA,Foreman,Male,75783,Black,Single,Fully Meets,3,1030,2023-01-03,4,4,1,2023-01-04,Communication Skills,Internal,Completed,Longton,Wendy Gibson,1,169.46,False
2021-04-28,,Software Engineer,Cynthia Delgado,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Software Engineering,General - Con,1972-10-29,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3,1031,2023-02-27,5,3,2,2022-12-26,Communication Skills,Internal,Failed,New Williamland,Ashley Gonzalez,1,833.28,False
2022-04-19,2022-08-26,Software Engineer,Dominique Bailey,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Off part culture choose strong public.,Software Engineering,Aerial,1954-07-01,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3,1032,2023-05-22,5,4,4,2022-12-07,Technical Skills,External,Completed,New Jackie,Cynthia Bradley,3,482.23,True
2023-03-28,,Shared Services Manager,Teresa Meyer,WBL,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,Field Operations,1997-03-28,MA,Operator,Male,71808,Other,Single,Fully Meets,3,1033,2023-07-02,3,1,3,2023-06-20,Communication Skills,Internal,Incomplete,Smithshire,William Smith,4,169.85,False
2019-05-06,,Shared Services Manager,Sarah Carey,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Software Engineering,Project Management - Con,1977-12-08,MA,Manager,Female,1043,Black,Single,Fully Meets,3,1034,2023-07-09,2,5,1,2022-11-10,Leadership Development,Internal,Failed,Lake Anthony,Cynthia Brown,1,570.62,False
2020-10-13,,Senior BI Developer,Taylor Wright,PL,Active,Full-Time,Zone A,Temporary,Unk,,Admin Offices,Underground,1979-02-16,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3,1035,2023-07-19,1,5,5,2023-03-11,Communication Skills,Internal,Completed,New Nancy,Joseph Mendoza,2,724.14,False
2021-07-06,2021-11-25,Senior BI Developer,Daniel Moore,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Teacher door money tend song.,Admin Offices,Field Operations,1993-08-08,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3,1036,2022-08-09,5,2,1,2022-12-10,Customer Service,External,Failed,Michaelmouth,Laura Gonzalez,3,305.98,True
2020-09-24,2020-11-02,Software Engineer,Stacey Vargas,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Accept knowledge drop bar understand.,Software Engineering,Fielders,1993-07-27,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3,1037,2022-11-25,5,1,4,2022-10-25,Leadership Development,Internal,Failed,North Stephanie,Alexandra Hall,2,646.76,True
2023-01-18,,Software Engineer,Beth Anderson,SVG,Active,Contract,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1971-05-04,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3,1038,2023-03-10,5,1,2,2023-07-28,Customer Service,External,Failed,Jamesland,Eric Davis,2,516.89,False
2019-08-22,2022-03-25,Software Engineer,Joshua Daniels,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,1982-11-17,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3,1039,2022-12-03,2,4,5,2023-01-24,Customer Service,External,Passed,East Williamport,Heather Silva,5,520.41,True
2019-07-25,2022-12-17,Software Engineer,Mark Mays,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Main customer television phone staff family.,Software Engineering,Field Operations,1972-04-25,MA,Technician,Male,74234,White,Divorced,Fully Meets,3,1040,2022-09-27,5,3,1,2022-12-01,Technical Skills,Internal,Completed,Robertsmouth,Robert Johnson,5,712.84,True
2019-11-11,2020-01-10,Software Engineer,Brandon Ortiz,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Suffer consider store find up.,Software Engineering,Engineers,1976-11-04,MA,Administrative,Male,45272,White,Single,Fully Meets,3,1041,2023-01-19,3,1,4,2023-03-07,Customer Service,Internal,Completed,Reesefurt,Taylor Baker,3,871.12,True
2022-07-16,,Software Engineer,Cheryl Swanson,PYZ,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Field Operations,1942-08-18,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3,1042,2023-02-17,1,3,4,2022-10-05,Project Management,Internal,Passed,New Jesusfort,Brian Maynard,1,228.11,False
2022-12-19,2023-05-10,Shared Services Manager,Matthew Patel,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,1955-12-16,MA,Billing,Female,65963,White,Married,Fully Meets,3,1043,2023-02-25,1,1,3,2022-08-10,Communication Skills,External,Completed,West Danielside,Todd Mason,2,289.93,True
2020-09-15,,Shared Services Manager,Jennifer Adams,NEL,Active,Contract,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1956-09-16,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3,1044,2022-11-26,2,4,5,2022-09-13,Technical Skills,External,Incomplete,Smithborough,Stephanie Navarro,4,920.78,False
2020-10-04,2023-02-27,Senior BI Developer,Kelly Williams,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,1963-06-10,MA,Foreman,Female,11164,Black,Single,Fully Meets,3,1045,2022-08-08,1,4,1,2023-06-11,Customer Service,External,Completed,West Josephport,Jay Wilkins,2,690.41,True
2022-04-23,2022-08-03,Software Engineer,Jose Daniel,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Former treat check special economy.,Software Engineering,Underground,1962-11-17,MA,Laborer,Male,65978,White,Single,Fully Meets,3,1046,2023-02-18,3,5,4,2023-07-28,Leadership Development,Internal,Failed,Lake Jose,Jason Morgan,2,211.39,True
2021-11-27,,Software Engineer,Vanessa Ramirez,SVG,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,Field Operations,1947-11-24,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3,1047,2023-05-12,4,2,3,2022-11-27,Project Management,Internal,Passed,Smithland,James Phelps,2,606.63,False
2019-11-29,,Software Engineer,Joshua Pittman,EW,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,General - Con,1956-07-19,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3,1048,2022-10-19,3,1,4,2022-12-02,Leadership Development,Internal,Completed,Powelltown,Ronald Rivera,5,503.99,False
2019-05-30,2020-12-19,Software Engineer,Patricia Brewer,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,1954-09-26,MA,Technician,Male,16259,White,Married,Fully Meets,3,1049,2023-07-27,3,5,2,2022-11-20,Leadership Development,Internal,Completed,Gonzalezfort,Dr. Patricia Johnson,2,518.54,True
2020-11-23,,Software Engineer,Jerry Suarez,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Finance & Accounting,1993-07-04,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3,1050,2023-07-03,4,5,1,2023-08-03,Customer Service,Internal,Completed,Samanthaport,James Reed,1,846.43,False
2022-04-08,2023-01-11,Software Engineer,Allison York,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Her office place.,Software Engineering,Field Operations,1981-04-29,MA,Operator,Male,14669,White,Divorced,Fully Meets,3,1051,2023-01-01,2,4,5,2022-10-13,Leadership Development,Internal,Passed,Hardingfort,Mark Morgan,3,572.94,True
2021-02-25,2021-06-04,Shared Services Manager,Christopher Romero,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,1980-06-21,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3,1052,2022-11-19,1,4,4,2022-10-25,Communication Skills,Internal,Incomplete,Larryview,Robin Becker,4,234.76,True
2019-03-13,2021-04-07,Shared Services Manager,Timothy Hansen,NEL,Active,Contract,Zone C,Full-Time,Resignation,Wind commercial in ahead will realize.,Software Engineering,Project Management - Con,1947-07-25,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3,1053,2022-10-12,2,1,4,2022-12-19,Communication Skills,External,Passed,Valdezfort,Erika Roberts,4,704.7,True
2023-02-12,,Software Engineer,Christopher Romero,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Engineers,1993-05-10,MA,Project Manager,Male,56271,White,Single,Fully Meets,3,1054,2023-07-05,1,5,2,2022-11-04,Technical Skills,External,Failed,Tammyfurt,Cynthia Porter,3,533.97,False
2018-09-08,,Software Engineer,Alec Hernandez,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,1995-11-24,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3,1055,2022-09-23,3,4,1,2022-11-15,Customer Service,Internal,Passed,West Robert,Anna Petty,2,125.7,False
2021-11-18,,Software Engineer,Kari Bishop,SVG,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Wireline Construction,1943-09-01,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3,1056,2023-01-17,4,2,2,2023-02-16,Leadership Development,Internal,Completed,South Julieville,Julie Cole,2,442.06,False
2023-07-01,,Software Engineer,Justin Grant,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Wireline Construction,1998-10-27,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3,1057,2023-03-12,3,2,5,2022-10-23,Project Management,Internal,Failed,East Amanda,Andrew Herrera,4,649.23,False
2022-04-18,,Software Engineer,Sarah Sims,WBL,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Billable Consultants,1942-03-13,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3,1058,2023-03-06,4,2,1,2023-04-01,Project Management,External,Incomplete,South Jesusport,Amanda Christian,1,855.67,False
2023-04-29,,Software Engineer,Emily Brennan,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Engineers,1974-05-23,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3,1059,2023-03-29,4,3,3,2022-09-16,Technical Skills,Internal,Incomplete,Brianville,Victoria Vasquez,3,256.82,False
2018-10-10,2018-12-25,Shared Services Manager,Sandra Black,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Improve center sure Mr respond for recent.,Software Engineering,General - Con,1976-02-05,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3,1060,2023-07-01,5,5,4,2022-09-06,Project Management,Internal,Completed,East Andres,Cindy Schultz,1,770.84,True
2022-11-20,,Shared Services Manager,Laura Norman,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,General - Sga,1993-05-21,MA,Specialist,Female,45515,Other,Single,Fully Meets,3,1061,2023-02-05,3,3,1,2023-08-01,Project Management,Internal,Incomplete,Paigefurt,Nathan Mitchell,2,862.33,False
2019-05-18,2020-01-14,Software Engineer,Amanda Hale,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,1969-11-03,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3,1062,2023-01-03,3,2,1,2022-11-27,Technical Skills,Internal,Failed,Carolinemouth,Taylor Barron,5,702.84,True
2021-06-22,,Software Engineer,James Baker,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Aerial,1945-04-19,MA,Foreman,Female,15748,Black,Single,Fully Meets,3,1063,2023-07-25,5,2,4,2022-10-15,Technical Skills,Internal,Completed,Onealland,Eric Harris,1,523.82,False
2022-03-30,2022-04-13,Software Engineer,Terry Durham,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,1987-02-24,MA,Technician,Male,67106,White,Divorced,Fully Meets,3,1064,2022-12-14,5,4,4,2022-10-06,Leadership Development,External,Passed,South Charlene,Jacqueline Barton,1,819.86,True
2018-08-28,,Software Engineer,Erik Simon,EW,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Engineers,1995-06-26,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3,1065,2023-01-20,5,3,4,2022-12-09,Technical Skills,External,Passed,East Leah,Kara Frazier MD,4,486.01,False
2021-12-27,2023-01-05,Software Engineer,Summer Moreno,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,1981-04-23,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3,1066,2023-07-15,4,3,5,2023-06-14,Communication Skills,Internal,Completed,Brandonberg,Travis Knox,5,769.42,True
2020-11-14,,Software Engineer,Carla Cox,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1948-12-07,MA,Technician,Female,25160,White,Married,Fully Meets,3,1067,2023-06-10,3,2,5,2023-06-24,Project Management,External,Completed,Toddtown,Joseph Long,5,857.65,False
2021-10-01,,Software Engineer,Mary Mendoza,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,Software Engineering,Wireline Construction,1998-12-24,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3,1068,2022-10-09,3,2,2,2022-11-06,Communication Skills,External,Completed,Richardmouth,Ashley Wright,1,238.27,False
2018-10-13,2023-05-28,Shared Services Manager,Cassandra Smith,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,1975-09-13,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3,1069,2023-02-04,3,1,2,2022-08-22,Communication Skills,Internal,Failed,South Angelaview,Brandi Petersen,5,886.06,True
2018-12-15,2022-05-28,Shared Services Manager,Warren Baker,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Or add data indicate account father early these.,Software Engineering,General - Sga,1998-11-04,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3,1070,2023-03-05,3,1,2,2023-01-14,Technical Skills,Internal,Failed,Robertside,Zachary Wilson,1,943.8,True
2019-03-28,2020-10-17,Software Engineer,Amy Bell,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,1968-06-23,MA,Laborer,Male,30139,Black,Married,Fully Meets,3,1071,2023-05-15,1,2,2,2023-03-16,Communication Skills,Internal,Completed,Johnport,Amanda Medina,5,234.26,True
2018-12-27,,Software Engineer,Teresa Lopez,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,Field Operations,1977-01-20,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3,1072,2023-02-18,2,2,3,2023-05-19,Technical Skills,Internal,Passed,Mendozamouth,Melissa Campos,5,179.91,False
2019-05-11,,Software Engineer,Kimberly Holland,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Field Operations,1998-09-24,MA,Foreman,Male,67825,White,Single,Fully Meets,3,1073,2023-02-16,4,4,2,2022-10-03,Project Management,Internal,Failed,Ivanburgh,Ryan Hunter,4,306.3,False
2021-02-19,2023-02-24,Software Engineer,Robert Garcia,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Professional usually hospital worker among.,Software Engineering,General - Con,1983-07-08,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3,1074,2023-02-10,3,4,1,2023-07-07,Project Management,Internal,Passed,Davisberg,Ashley Garrett,5,103.42,True
2022-11-05,2023-04-16,Software Engineer,Nicholas Martinez,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,1968-04-23,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3,1075,2023-04-10,1,2,3,2023-05-16,Project Management,Internal,Passed,East Darryl,Ronald Ortiz,4,573.29,True
2020-03-22,2020-09-28,Software Engineer,Carlos Barnes,MSC,Active,Contract,Zone C,Part-Time,Retirement,Gun bill spend anyone.,Software Engineering,General - Eng,1943-01-28,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3,1076,2023-04-11,1,3,1,2022-11-07,Technical Skills,External,Incomplete,Jamieville,Becky Hebert,4,619.61,True
2019-02-02,,Software Engineer,Allison Jacobs,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Wireless,1992-05-10,MA,Foreman,Female,97585,Black,Single,Fully Meets,3,1077,2022-10-12,5,2,4,2022-12-21,Project Management,Internal,Incomplete,West Brookechester,Joshua Kirk,1,947.17,False
2020-02-24,2021-06-16,Software Engineer,Angela Ramsey,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Crime west best industry right alone begin.,Software Engineering,Aerial,1997-03-19,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3,1078,2023-07-28,3,3,4,2023-03-24,Project Management,External,Passed,Villanuevaborough,Patrick Bryant,1,597.64,True
2021-04-07,2022-05-01,Shared Services Manager,Malik Smith,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Software Engineering,Project Management - Eng,2000-04-11,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3,1079,2022-10-08,2,2,1,2023-04-15,Communication Skills,External,Incomplete,North Jon,Maria Jones,5,861.1,True
2020-11-14,,Shared Services Manager,Jessica Lewis,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Fielders,1988-08-04,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3,1080,2023-03-04,3,1,3,2023-04-22,Customer Service,External,Passed,Mcleanburgh,Sandra Joseph,4,199.14,False
2022-01-17,2022-08-10,Software Engineer,Kayla Ibarra,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Imagine plant southern sound reduce.,Software Engineering,General - Con,1965-08-24,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3,1081,2023-03-03,1,3,3,2023-06-05,Communication Skills,External,Failed,Brandonview,Samuel Wilson,3,526.08,True
2021-09-02,2023-06-27,Software Engineer,Ryan Mathews,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Resource top fear shake green view great which.,Software Engineering,General - Con,1976-03-03,MA,Technician,Male,84761,Other,Married,Fully Meets,3,1082,2023-02-27,1,4,1,2023-04-22,Customer Service,External,Incomplete,New Colinfort,Angela Colon,5,662.15,True
2023-07-30,,Software Engineer,Melissa Scott,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Aerial,1963-01-09,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3,1083,2023-01-09,5,5,3,2022-11-18,Project Management,External,Completed,North Brandy,Molly Hughes,4,869.89,False
2023-06-27,,Software Engineer,Robert Schmitt,PL,Active,Contract,Zone C,Part-Time,Unk,,Software Engineering,Executive,1989-08-12,MA,Administrator,Male,76615,White,Single,Fully Meets,3,1084,2023-02-19,1,2,4,2022-12-17,Leadership Development,External,Completed,West Jessicatown,Morgan Thomas,3,295.4,False
2022-03-27,,Software Engineer,Patricia Wallace,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,General - Con,1952-03-10,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3,1085,2023-01-09,5,5,3,2022-11-01,Customer Service,External,Passed,East Katherinetown,Bradley Petersen,5,993.13,False
2022-08-12,2022-10-20,Software Engineer,Justin Young,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,1973-07-30,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3,1086,2023-03-14,1,1,5,2023-07-15,Leadership Development,External,Completed,East Robertside,Patrick Andrews,2,641.69,True
2022-07-08,2023-08-04,Software Engineer,Robert Salinas,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Party explain perhaps.,Software Engineering,Field Operations,1974-08-05,MA,Tower Hand,Female,18844,Other,Married,Fully Meets,3,1087,2023-05-03,1,5,2,2023-05-10,Technical Skills,Internal,Incomplete,Heatherview,Ryan Crawford,5,197.34,True
2020-08-15,2021-01-23,Software Engineer,Mary Anderson,WBL,Active,Contract,Zone B,Part-Time,Resignation,Specific fire rate fly clearly.,Software Engineering,General - Con,1991-04-08,MA,Foreman,Female,64815,White,Widowed,Fully Meets,3,1088,2023-04-20,4,3,1,2023-05-17,Leadership Development,External,Failed,North Elizabeth,Keith Richardson,2,235.15,True
2023-05-27,2023-06-14,Software Engineer,Jennifer Stevens,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Your plant win seem hair him career style.,Software Engineering,Wireline Construction,1953-04-29,MA,Groundman,Female,69860,Black,Married,Fully Meets,3,1089,2023-04-19,3,1,5,2023-05-27,Technical Skills,Internal,Passed,North Amanda,Jasmin Walker,2,697.28,True
2023-01-02,,Shared Services Manager,Jennifer Murphy,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,1965-08-28,MA,Technician,Female,93542,Black,Divorced,Fully Meets,3,1090,2023-05-16,4,3,4,2023-03-21,Communication Skills,External,Completed,Wrightton,Tracy Sanchez,1,910.33,False
